"20-24",69.10756792
"25-29",64.14930031
"30-34",59.1962771
"35-39",54.25261364
"40-44",49.31739311
"45-49",44.43332057
"50-54",39.63473787
"55-59",34.91488095
"60-64",30.25343822
"65-69",25.68089534
"70-74",21.28820012
"75-79",17.10351469
"80-84",13.23872477
"85-89",9.990181244
"90-94",7.617724915
"95+",5.922359078
"<1",88.8718951
"1-4",88.00051053
"5-9",84.03008056
"10-14",79.04633476
"15-19",74.0665492
